name,address,website,phone_number,reviews_count,reviews_average,place_type,opens_at
"Bharat Petroleum, Petrol Pump -Ekayars","27, Venkatanarayana Rd, T. Nagar, Chennai, Tamil Nadu 600017",,,1299.0,4.3,Petrol Pump, Closes 10:30pm
Hindustan Petroleum Corporation Limited,"87, Mount Rd, Race View Colony, Guindy, Chennai, Tamil Nadu 600032",petrolpump.hpretail.in,098401 90176,,,Petrol Pump, Closes 10pm
IndianOil,"No 1103/121, Lk, 1/75, East Coast Rd, Venkateswara Nagar, New Colony, Kottivakkam, Chennai, Tamil Nadu 600041",locator.iocl.com,098844 66770,180.0,3.9,Petrol Pump, Closes 11pm
Ram Filling Station,"S No 43/1A1D, East Coast Rd, Tambaram, Neelankarai, Chennai, Tamil Nadu 600041",locator.iocl.com,099410 43441,280.0,3.7,Petrol Pump,
Stepgas,"219, Velachery Rd, Karunabigai Colony, Medavakkam, Chennai, Tamil Nadu 600042",,,5.0,5.0,Petrol Pump,
Hindustan Petroleum Corporation Limited,"483, Anna Salai, CIT Nagar East, Nandanam, Chennai, Tamil Nadu 600035",petrolpump.hpretail.in,098411 75500,275.0,3.8,Petrol Pump,
anuwar ali,"2728+4M8, RBI Quarters, Besant Nagar, Chennai, Tamil Nadu 600090",,,3.0,1.0,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Gajapathy Colony, 4 & 5, Jawaharlal Nehru Salai, Madavilagam, Poomagal Nagar, Ekkatuthangal, Chennai, Tamil Nadu 600032",petrolpump.hpretail.in,095001 91007,390.0,3.2,Petrol Pump,
KR Fuels - Auto LPG Station - Vadivelan Nagar,"Sri Balaji Gas and Agency Plot No 1, 2,3,4, Main Rd, Vadivelan Nagar, Velachery, Chennai, Tamil Nadu 600042",krfuels.com,095855 86667,7.0,4.3,Fuel supplier,
Hindustan Petroleum Corporation Limited,"No 764, Erukkenchery High Rd, Vyasarpadi Industrial Estate, Vyasarpadi, Chennai, Tamil Nadu 600039",petrolpump.hpretail.in,098402 16439,,,Petrol Pump, Closes 10pm
KANMANI SERVICE STATION,"NO 1 SYDENHAMS ROAD, Elephant Gate St, Choolai, Chennai, Tamil Nadu 600112",,,16.0,3.3,Petrol Pump,
Hindustan Petroleum Corporation Limited,"RS No 515, 7, 2, Gantz Road, Ganesh Puram, Vyasarpadi, Chennai, Tamil Nadu 600039",petrolpump.hpretail.in,094440 18095,86.0,4.0,Petrol Pump,
Indian Oil Petrol Pump,"Rajiv Gandhi Salai, Semmancheri, Chennai, Tamil Nadu 600119",locator.iocl.com,1800 233 3555,758.0,3.9,Fuel supplier, Closes 10pm
IndianOil,"Ground Floor, Venkatesapuram, Vyasarpadi, Chennai, Tamil Nadu 600039",locator.iocl.com,094990 35644,77.0,3.7,Petrol Pump, Closes 11pm
IndianOil,"Door No 1, Lock No 1041, 122/1, Raja Muthiah Rd, Periamet, Kannappar Thidal, Chennai, Tamil Nadu 600112",locator.iocl.com,098400 25944,131.0,2.8,Petrol Pump, Closes 11:30pm
"Bharat Petroleum, Petrol Pump -Jcpl Fuel Station","Ramapuram, Parangi Malai, St.Thomas Mount, Tamil Nadu 600016",,,830.0,4.0,Petrol Pump, Closes 10:30pm
SRI LAKSHMI PETROLEUMS,"Plot No.10 & 11, Balaji Nagar Main Rd, Puzhuthivakkam, Madipakkam, Chennai, Tamil Nadu 600091",facebook.com,1800 233 3555,190.0,4.1,Petrol Pump,
Bharat Petroleum,"2765+4GP, Sardar Patel Rd, Gandhi Nagar, Adyar, Chennai, Tamil Nadu 600020",bharatpetroleum.com,,388.0,3.5,Petrol Pump,
"Bharat Petroleum, Petrol Pump -Thiruarul","West Balaji Nagar, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600053",bharatpetroleum.in,,881.0,4.0,
"Bharat Petroleum, Petrol Pump -S.Kalaiselvi Agency+ cng","Shobha Nagar, Ambattur, Chennai, Tamil Nadu 600053",,,463.0,3.9,
"Bharat Petroleum, Petrol Pump -Sri Chamundeeswari","AMBATTUR (NH-205) CHENNAI, TIRUVALLUR, Tamil Nadu 600053",,,596.0,3.7, Closes 10:30pm
Hindustan Petroleum Corporation Limited,"No D/21 Ambattur Industrial Estate, Ambattur, Chennai, Tamil Nadu 600053",petrolpump.hpretail.in,094444 69499,142.0,4.0,
Bharat Petroleum - Nironka Royal Agency,"45C9+2G8, Gnanamurthi Nagar, Ambattur, Chennai, Tamil Nadu 600053",,,134.0,4.2, Closes 9pm
Reliance Petroleum,"9, Ambattur Red Hills Rd, Gangai Nagar, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600053",mobilitystation.jiobp.com,1800 891 9023,610.0,4.1,
"Bharat Petroleum Petrol Pump , SRI LAKSHMI AGENCIES","Jasmin Nagar Extension, SURAPATTU, Ambattur, Chennai, Tamil Nadu 600053",,,114.0,3.8,
Hindustan Petroleum Corporation Limited,"No G, 10, Ambattur Industrial Estate Rd, Ambattur, Mogappair, Chennai, Tamil Nadu 600053",petrolpump.hpretail.in,07397 783 461,1062.0,4.1, Closes 10pm
IndianOil,"Lock No 1061/121, Industrial Estate MTH Road, NH 205, Ambattur, Tamil Nadu 600098",locator.iocl.com,099625 96010,155.0,4.0,
Swetha K Enterprises Bharat Petroleum,"35Q6+RCP, 2nd Cross Main Rd, Jaswant Nagar, Attipattu, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",bharatpetroleum.in,,462.0,3.9,
Shell,"120 Madras Thiruvallur High Road Vill Padi, Madras Thiruvallur High Rd, Ambattur, Chennai, Tamil Nadu 600050",find.shell.com,089398 79442,1323.0,4.2, Closes 10pm
Hindustan Petroleum Corporation Limited,"No R21/2, Ambattur Industrial Estate, Welcome Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",petrolpump.hpretail.in,044 2615 3456,1458.0,4.1, Closes 5pm
Hindustan Petroleum Pump,"31/46, Surapet Main Rd, Bharati Nagar, Vijayalakshmi Puram, Ambattur, Chennai, Tamil Nadu 600053",hindustanpetroleum.com,022 2286 3900,127.0,3.2, Closes 11pm
"BHARATH PETROLEUM, PETROL PUMP - UDHAYAM PETROLEUM","coromandel town, Pattara Vakkam, Sidco Industrial Estate, Ambattur, Chennai, Tamil Nadu 600058",bharatpetroleum.in,076049 65259,24.0,4.4,
RT Agency HP Petrol and CNG,"45PG+99H, Chennai - Thiruttani - Renigunta Hwy, East Balaji Nagar, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600062",hindustanpetroleum.com,022 2286 3900,24.0,4.0,
IndianOil,"No 1026/121, No S304, Lock, CH 53, Madras Thiruvallur High Rd, opposite TI Diamond Chain, Ambattur, Chennai, Tamil Nadu 600053",locator.iocl.com,096007 81272,285.0,3.6, Closes 11pm
Bharat Petroleum COCO Outlet,"Ambattur Estate Rd, TS Krishna Colony, Chennai, Tamil Nadu 600037",bharatpetroleum.in,,2921.0,4.4,
Nayara Petrol Bunk (ESSAR),"600058, 3rd Main Rd, Old Ambattur, Attipattu, Ambattur Industrial Estate, Chennai, Tamil Nadu 600095",nayaraenergy.com,1800 120 0330,217.0,3.8,
SHELL FUEL STATION,"9, Ambattur Estate Rd, Mogappair, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",shell.in,1800 103 9481,553.0,4.4,
"Bharat Petroleum, Petrol Pump - SV Chetty","Wavin Signal, T S No 1 67-70, South Phase, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",bharatpetroleum.com,073053 32328,500.0,4.1,
"Essar Oil, Sri Vari Agencies Ambattur","541, Vanagaram Main Rd, TNHB Layout, Ksr Nagar, Ambattur, Chennai, Tamil Nadu 600058",,,55.0,3.9, Closes 11:30pm
Hindustan Petroleum Corporation Limited,"S No 359/3B & 359/2E2, Ambedkar Nagar, Thirumullaivoyal, Ambattur, Chennai, Tamil Nadu 600062",petrolpump.hpretail.in,094449 86464,193.0,2.8, Closes 10pm
NayaraPetrol Bunk,"Sy No:578/A,578/1B,578/2, Village Ambattur, Iyyampakkam Road, Ambattur Taluk, Thrivallur District, Chennai, Tamil Nadu 600053",nayaraenergy.com,1800 120 0330,342.0,3.8, Closes 10pm
IndianOil,"C15, 2nd Main Rd, opposite Ambit IT Park, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",locator.iocl.com,095000 06200,92.0,4.1, Closes 11:30pm
Hindustan Petroleum Corporation Limited,"No 21 & 22, Ambattur Red Hills Rd, East Balaji Nagar, Sri Nagar, Ambattur, Chennai, Tamil Nadu 600053",petrolpump.hpretail.in,090032 37748,,, Closes 5pm
IndianOil,"Lk 1086/122, NH 205, Madras Thiruvallur High Rd, near Vivekananda School, Ambattur, Chennai, Tamil Nadu 600053",locator.iocl.com,094444 52774,229.0,3.9, Closes 11pm
"Bharat Petroleum Petrol Pump , MUTHUPRABA ENTERPRISES","S. NO, 49, Ayyappakkam Main Rd, TNHB Colony, Annanur, Ayappakkam, VILLAGEAMBATTUR TALUK, Chennai, Tamil Nadu 600077",,098842 74330,233.0,3.7, Closes 11pm
Shell Petrol Bunk,"Dairy Rd, opp. to Aavin Milk Processi, Periyar Nagar, Pattara Vakkam, Sidco Industrial Estate, Korattur, Chennai, Tamil Nadu 600050",find.shell.com,099622 03678,220.0,4.0, Closes 10pm
"Bharat Petroleum, Petrol Pump -Sri Palaniappa Agencies","Mogappair West, Mogappair, Chennai, Tamil Nadu 600037",,,455.0,3.7, Closes 10:30pm
IndianOil,"Plot No 29 & 30 Ambattur, Korattur, Tiruvallur, Tamil Nadu 600050",locator.iocl.com,090038 66526,247.0,2.7,
"Bharat Petroleum Petrol Pump , THANGAMANI PETROLEUM AGENCIES","NO-3, DHARMA NAGARAYAPAKKAMCHENNAI, TIRUVALLUR, T.N., Tamil Nadu 600067",,,153.0,3.5,
"Bharat Petroleum, Petrol Pump -Ammu Fuel Station","Gandhi Nagar, Nesapakkam, Chennai, Tamil Nadu 600078",,,516.0,3.9, Closes 10:30pm
IndianOil,"Lock No 1178, 121 Ambattur, Tiruverkadu Link Road, Koladi, Thiruverkadu, Tiruvallur, Chennai, Tamil Nadu 600077",locator.iocl.com,098412 76088,118.0,3.8, Closes 10pm
"BHARAT PETROLEUM FUEL STATION,AVADI","121,Avadi To, 1st Main Rd, Poonamalle, Avadi, Tamil Nadu 600054",,,196.0,4.1,Petrol Pump,
"Bharat Petroleum, Petrol Pump -Sri Devi Enterprises","AVADI CHENNAI, TIRUVALLUR, Tamil Nadu 600054",,,845.0,4.1,Petrol Pump, Closes 10:30pm
Shell V PRO Petrol Bunk,"C T H Road, Bhaktavatsala Puram, Taluk, Avadi, Tamil Nadu 600054",find.shell.com,089398 81666,647.0,4.3,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"S No 705 & 706/1B, Poonamallee, Avadi, Tamil Nadu 600071",petrolpump.hpretail.in,098843 78889,94.0,3.6,Petrol Pump, Closes 10pm
Reliance Petrol Pump,"Chennai - Thiruttani - Renigunta Hwy, Gandhi Nagar, Avadi, Tamil Nadu 600071",,,554.0,3.9,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Ground Floor, Paruthippattu, Poonamallee, Paruthipattu, Avadi, Tamil Nadu 600071",petrolpump.hpretail.in,098419 73037,162.0,4.0,Petrol Pump, Closes 11pm
Hindustan Petroleum Corporation Limited,"No 12 Kamalvar St, Redhills Road, near Avadi, Kovilpathagai, Avadi, Tiruvallur, Tamil Nadu 600062",petrolpump.hpretail.in,099412 98401,113.0,3.5,Petrol Pump, Closes 10pm
PROPEL AUTO LPG STATION - AVADI,"4435+Q7X, Avadi Rd, Ram Nagar, Avadi, Tamil Nadu 600071",,,41.0,3.8,Petrol Pump, Closes 11pm
Nayara Petrol Pump,"34R5+F8P, Paruthippattu, Avadi, Tamil Nadu 600071",,1800 120 0330,145.0,3.8,Petrol Pump,
"Bharat Petroleum, Petrol Pump -S.Kalaiselvi Agency+ cng","Shobha Nagar, Ambattur, Chennai, Tamil Nadu 600053",,,463.0,3.9,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Plot No 17, Lenin Nagar, Saraswati Nagar, Thirumullaivoyal, Avadi, Tiruvallur, Tamil Nadu 600062",petrolpump.hpretail.in,078100 60014,59.0,3.7,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"Ground Floor, Chennai Outer Ring Rd, Mittanemili, Avadi, Tiruvallur, Tamil Nadu 600055",petrolpump.hpretail.in,091507 22487,179.0,4.1,Petrol Pump,
Theeran Fuel Station (Bharat Petroleum),"Paruthipattu, Poonamallee - Avadi High Rd, JB Estate, Chennai, Tamil Nadu 600054",,,10.0,4.4,Petrol Pump,
Bharat petroleum sri krishna enterprise,"5423+2FH, Kovil Pathagai, Poompozhil Nagar, Avadi, Kannadapalayam, Tamil Nadu 600062",bharatpetroleum.in,,185.0,3.8,Petrol Pump,
KR Fuels - Auto LPG Station - Avadi,"Sri Jaya Lakshmi Fuels SF.No. 24/1(Part) and 720/1 Paruthipattu Village Avadi Taluk, Chennai Corporation Limit, Chennai, Tamil Nadu 600054",krfuels.com,095855 86667,32.0,4.6,Fuel supplier,
Shell,"Poonamallee - Avadi High Rd, Avadi, Tamil Nadu 600071",find.shell.com,099400 39733,110.0,4.0,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"Ground Floor, Poonamallee - Pattabiram Rd, Anaikattucherry, Tamil Nadu 600072",petrolpump.hpretail.in,093615 94144,91.0,4.0,Petrol Pump, Closes 10pm
IndianOil,"Lock No 1036/121, 188 MTH Road, NH 205, Gandhi Nagar, Kasturba Nagar, Tiruvallur, Tamil Nadu 600054",locator.iocl.com,091767 43436,378.0,3.8,Petrol Pump, Closes 11pm
"Bharat Petroleum, Petrol Pump -Sri Chamundeeswari","AMBATTUR (NH-205) CHENNAI, TIRUVALLUR, Tamil Nadu 600053",,,596.0,3.7,Petrol Pump, Closes 10:30pm
Nayara Fuel Station,"123, Chennai - Tiruvallur High Rd, Santhipuram, Ambattur, Chennai, Tamil Nadu 600062",,,41.0,2.9,Petrol Pump, Closes 10pm
IndianOil,"SH 55, Lock No 1076/121 Avadi Poonamallee High, Market, near Avadi, Tamil Nadu 600054",locator.iocl.com,096872 11555,119.0,3.5,Petrol Pump,
Sri Vignesh Agencies - Bharat Petroleum,"Veppampatu, Lakshmi Puram, Thiruvallur, NH-205, Chennai Tiruttani Highway, Avadi, Avadi, 602024",bharatpetroleum.in,,164.0,3.8,Petrol Pump,
"Bharat Petroleum, Petrol Pump - Sri Krishna Service Station","Kovilpathagai, Trustpuram, Kodambakkam, Avadi, Chennai, Tamil Nadu 600062",,,900.0,4.1,Petrol Pump,
"Bharat Petroleum Petrol Pump , MUTHUPRABA ENTERPRISES","S. NO, 49, Ayyappakkam Main Rd, TNHB Colony, Annanur, Ayappakkam, VILLAGEAMBATTUR TALUK, Chennai, Tamil Nadu 600077",,098842 74330,233.0,3.7,Petrol Pump, Closes 11pm
"Bharat Petroleum Petrol Pump , THANGAMANI PETROLEUM AGENCIES","NO-3, DHARMA NAGARAYAPAKKAMCHENNAI, TIRUVALLUR, T.N., Tamil Nadu 600067",,,153.0,3.5,Petrol Pump,
NayaraPetrol Bunk,"Sy No:578/A,578/1B,578/2, Village Ambattur, Iyyampakkam Road, Ambattur Taluk, Thrivallur District, Chennai, Tamil Nadu 600053",nayaraenergy.com,1800 120 0330,342.0,3.8,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"S No 359/3B & 359/2E2, Ambedkar Nagar, Thirumullaivoyal, Ambattur, Chennai, Tamil Nadu 600062",petrolpump.hpretail.in,094449 86464,193.0,2.8,Petrol Pump, Closes 10pm
"Bharat Petroleum, Petrol Pump -Thiruarul","West Balaji Nagar, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600053",bharatpetroleum.in,,881.0,4.0,Petrol Pump,
TVS Petrol Pump,"3457+R83, SH 55, Thiruverkadu, Avadi, Tamil Nadu 600077",,,358.0,3.8,Petrol Pump,
Raghavendra gas agency,"4484+73C, Nagarathnam street, Gandhi Nagar, TNHB Mig V Block, Avadi, Tamil Nadu 600054",,,2.0,3.0,Petrol Pump,
HP Petrol Shri Venkateswara Agencies,"S No, 177/1B, Chennai - Tiruvallur High Rd, Nemilicheri, Tiruvallur, Tamil Nadu 602024",,022 2286 3900,227.0,3.1,Petrol Pump,
Hindustan Petroleum Corporation Limited,"No G, 10, Ambattur Industrial Estate Rd, Ambattur, Mogappair, Chennai, Tamil Nadu 600053",petrolpump.hpretail.in,07397 783 461,1062.0,4.1,Petrol Pump, Closes 10pm
Indian Oil Petrol Pump,"Kilakondaiyur, Thiruvallur, SH-50A, Korattur Thinnanur Periyapalayam Road, Avadi, Avadi, 602024",iocl.com,1800 233 3555,15.0,4.0,Petrol Pump,
Hindustan Petroleum Corporation Limited,"No D/21 Ambattur Industrial Estate, Ambattur, Chennai, Tamil Nadu 600053",petrolpump.hpretail.in,094444 69499,142.0,4.0,Petrol Pump,
SHELL FUEL STATION,"9, Ambattur Estate Rd, Mogappair, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",shell.in,1800 103 9481,553.0,4.4,Petrol Pump,
Hindustan Petroleum Corporation Limited,"26, New Avadi Rd, Kilpauk, Chennai, Tamil Nadu 600010",petrolpump.hpretail.in,098840 49001,191.0,3.9,Petrol Pump,
Hindustan Petroleum Corporation Limited,"3, Chennai - Tiruvallur High Rd, Balaji Nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600063",petrolpump.hpretail.in,092823 26449,17.0,2.6,Petrol Pump, Closes 10pm
IndianOil,"Lk 1086/122, NH 205, Madras Thiruvallur High Rd, near Vivekananda School, Ambattur, Chennai, Tamil Nadu 600053",locator.iocl.com,094444 52774,229.0,3.9,Petrol Pump, Closes 11pm
SR agencies,"14,15, anugraham nagar, Thirumullaivoyal, Chennai, Tamil Nadu 600062",,,77.0,4.0,Petrol Pump, Closes 10:30pm
Go Gas Auto LPG Pump Pattabiram,"439C+W44, Pattabiram, Tamil Nadu 600072",,,22.0,4.0,Petrol Pump, Closes 10pm
Bharat Petroleum COCO Outlet,"Ambattur Estate Rd, TS Krishna Colony, Chennai, Tamil Nadu 600037",bharatpetroleum.in,,2921.0,4.4,Petrol Pump,
Reliance Petroleum,"9, Ambattur Red Hills Rd, Gangai Nagar, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600053",mobilitystation.jiobp.com,1800 891 9023,610.0,4.1,Petrol Pump,
OM SAKTHI FUELS,"444G+RWC, Tonakela Camp, Annanur, Ambattur, Chennai, Tamil Nadu 600077",,096004 53021,27.0,4.3,Petrol Pump, Closes 10pm
"Bharat Petroleum, Petrol Pump -Visswadeepam Enterprises","VAYALANALLUR, TIRUVALLUR, Tamil Nadu 600072",,,53.0,3.8,Petrol Pump,
Thadi chikoma irukum thala,"4455+7JJ, Vivekananda Nagar,, Vivekananda Nagar, TNHB Mig V Block, Avadi, Tamil Nadu 600054",,,,,Petrol Pump,
Go GAS AUTO LPG BUNK,"3427+64J, Poonamallee - Avadi High Rd, Senneer Kuppam, Chennai, Tamil Nadu 600056",,1800 266 2666,96.0,3.8,Petrol Pump,
IndianOil,"No 1026/121, No S304, Lock, CH 53, Madras Thiruvallur High Rd, opposite TI Diamond Chain, Ambattur, Chennai, Tamil Nadu 600053",locator.iocl.com,096007 81272,285.0,3.6,Petrol Pump, Closes 11pm
Bharat Petroleum - Nironka Royal Agency,"45C9+2G8, Gnanamurthi Nagar, Ambattur, Chennai, Tamil Nadu 600053",,,134.0,4.2,Petrol Pump, Closes 9pm
"Bharat Petroleum, Petrol Pump -N.A.Agency","Sakthi Vinayagar Nagar, Balaji Nagar, Thiruverkadu, Chennai, Tamil Nadu 600077",,,282.0,4.1,Petrol Pump, Closes 10:30pm
Shell,"120 Madras Thiruvallur High Road Vill Padi, Madras Thiruvallur High Rd, Ambattur, Chennai, Tamil Nadu 600050",find.shell.com,089398 79442,1323.0,4.2,Petrol Pump, Closes 10pm
Nayara Petrol Bunk (ESSAR),"600058, 3rd Main Rd, Old Ambattur, Attipattu, Ambattur Industrial Estate, Chennai, Tamil Nadu 600095",nayaraenergy.com,1800 120 0330,217.0,3.8,Petrol Pump,
"SUPER AGENCY- INDIAN OIL PETROL PUMP, PREMIUM RETAIL OUTLET","FC-6, opposite to MERCEDES BENZ SHOWROOM, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",,,24.0,4.3,Petrol Pump,
IndianOil,"Lock No 1178, 121 Ambattur, Tiruverkadu Link Road, Koladi, Thiruverkadu, Tiruvallur, Chennai, Tamil Nadu 600077",locator.iocl.com,098412 76088,118.0,3.8,Petrol Pump, Closes 10pm
"Bharat Petroleum, Petrol Pump - SV Chetty","Wavin Signal, T S No 1 67-70, South Phase, Ambattur Industrial Estate, Chennai, Tamil Nadu 600058",bharatpetroleum.com,073053 32328,500.0,4.1,Petrol Pump,
IndianOil,"Lock No 1061/121, Industrial Estate MTH Road, NH 205, Ambattur, Tamil Nadu 600098",locator.iocl.com,099625 96010,155.0,4.0,Petrol Pump,
Sri SP ENTERPRISES lalwani's Bharat petrol pump,"185, Poonamallee High Rd, Pallavan Nagar, Maduravoyal, Chennai, Tamil Nadu 600095",lalwanigroup.in,091766 37313,98.0,4.1,Petrol Pump,
Nayara Energy Limited - BRN Fuel Station,"Toll Gate, S No 115/1A2, 115/1A4, Palavedu Village, Outer Ring Road Nemilicheri, Chennai, Tamil Nadu 600055",nayaraenergy.com,1800 120 0330,192.0,4.2,Petrol Pump,
Hindustan Petroleum - Rathna Fuels. Thiruverkadu. Koladi,"Tiruverkadu Rd, VR Nagar, Thiruverkadu, Chennai, Tamil Nadu 600077",,099403 90907,37.0,4.8,Petrol Pump, Closes 11pm
Bharat petroleum Sri kannika parameswari service station,"Poonamallee High Rd, Velappanchavadi, Maduravoyal, Chennai, Tamil Nadu 600077",,,147.0,3.9,Petrol Pump,
Nayara Petrol Bunk,"Sri Ragavendra Nagar, Bharathi Nagar, Morai, Tamil Nadu 600055",nayaraenergy.com,1800 120 0330,256.0,3.8,Petrol Pump, Closes 10:30pm
"Bharat Petroleum, Petrol Pump -Sri Palaniappa Agencies","Mogappair West, Mogappair, Chennai, Tamil Nadu 600037",,,455.0,3.7,Petrol Pump, Closes 10:30pm
IndianOil,"No 7, Lock 1066/121, H55, Poonamallee - Avadi High Rd, Viraraghavapuram, Tiruvallur, Tamil Nadu 600077",locator.iocl.com,098846 40538,35.0,4.1,Petrol Pump,
Bharat Petrol Pump sarath enterprises fuel stationon,"28/6, km stone, chennai- Bangalore, national highways, Nazarathpettai, Chennai, Tamil Nadu 600123",,,1514.0,4.0,Petrol Pump,
PARTHASARATHY AGENCIES.BPCL,"50/1A1, Mount Poonamallee Rd, Devi Nagar, Porur, Chennai, Tamil Nadu 600116",bharatpetroleum.in,063742 33901,905.0,4.0,Petrol Pump,
"Bharat Petroleum, Petrol Pump -Ammu Fuel Station","Gandhi Nagar, Nesapakkam, Chennai, Tamil Nadu 600078",,,516.0,3.9,Petrol Pump, Closes 10:30pm
HP PETROL PUMP - SARAN AGENCIES,"HPC Dealers, 120-122, Poonamallee High Rd, Sentamil Nagar, Maduravoyal, Chennai, Tamil Nadu 600095",hindustanpetroleum.com,094440 71574,770.0,3.8,Petrol Pump,
IndianOil,"Lock 1043/121, Nadukottai, Thendral Nagar, Thiruninravur, Nemilicheri, Tamil Nadu 602024",locator.iocl.com,098410 55441,561.0,4.0,Petrol Pump, Closes 10pm
IndianOil,"474, Trunk Rd, Indrani Nagar, Karayanchavadi, Chennai, Tamil Nadu 600056",locator.iocl.com,098401 42266,1222.0,4.7,Petrol Pump,
Bharath Agencies CNG GAS STATION,"Chennai, Tamil Nadu 600077",,,176.0,4.2,Petrol Pump,
IndianOil,"Lock No 1095/122 93/2, PH Rd, Velappanchavadi, Ayappakkam, NH 4, Tamil Nadu 600077",locator.iocl.com,091760 65999,92.0,3.7,Petrol Pump, Closes 10pm
Nayara Petrol Pump - GPR AGENCIES,"3/105, Thandarai Main Road, Parivakkam, Chennai, Tamil Nadu 600056",nayaraenergy.com,,56.0,3.8,Petrol Pump, Closes 10:30pm
The Chennai Industrial Services,"No. 3/389, Poonamallee - Avadi High Rd, Senneer Kuppam, Poonamallee, Chennai, Tamil Nadu 600056",,,11.0,4.9,Petrol Pump, Closes 7pm
IndianOil,"Survey No 188/6A1 Amorai, Avadi, Tamil Nadu 600055",locator.iocl.com,098842 45505,17.0,3.5,Petrol Pump,
HP PETROL PUMP - RAMAKRISHNA SERVICE STATION,"HPC Dealers Redhills Madras, Chennai, Tamil Nadu 600103",,,238.0,3.9,Petrol Pump,
BPCL - Sri Venkataramanaa Enterprises - Bharat Petrol Bunk,"1/16, Madhavaram High Road, Vadakarai, Red Hills, Chennai, Vedakarai, Tamil Nadu 600052",bharatpetroleum.in,093635 96878,152.0,4.1,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Survey No 64, 2B, Sothupakkam Rd, Sothupakkam, Red Hills, Chennai, Marambedu, Tamil Nadu 600052",petrolpump.hpretail.in,099529 09020,13.0,4.0,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Ground Floor, Madavaram Red Hills Rd, Samuel Nagar, Vadaperumbakkam, Chennai, Tamil Nadu 600060",petrolpump.hpretail.in,081487 05006,,,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Survey No 135, 1, Redhills - Thiruvallur High Rd, Red Hills, Padianallur, Chennai, Tamil Nadu 600052",petrolpump.hpretail.in,094445 17702,,,Petrol Pump, Closes 10pm
ADHOC SARASWATHY FUELS,"56F8+R8J, Andarkuppam Red Hills Rd, Ranga Garden, Vadaperumbakkam, Chennai, Tamil Nadu 600060",,,13.0,3.5,Petrol Pump,
LPG Gas Bunk,"568F+7MW, 151/3, Madavaram Red Hills Rd, highroad, Madhavaram, Chennai, Tamil Nadu 600060",,,,,Petrol Pump,
Essar Petrol Pump,"652V+JX2, Palavoyal, Red Hills, Chennai, Padianallur, Tamil Nadu 600052",,1800 120 0330,4.0,5.0,Petrol Pump,
IndianOil,"Lock No 1040/122, No 2/373, NH 5, Bypass Road, Red Hills, Padianallur, Chennai, Tamil Nadu 600052",locator.iocl.com,098415 58656,125.0,3.9,Petrol Pump, Closes 10pm
Karuna Filling Station,"Plot No: 127, Madavaram Red Hills Rd, Kasthuri Bai Colony, Red Hills, Chennai, Padianallur, Tamil Nadu 600052",iocl.com,044 2632 2656,11.0,3.8,Petrol Pump,
Freedom Filling Station - Indian Oil,"No 3, Jeeva Main St, Kannappasamy Nagar, Puzhal, Chennai, Tamil Nadu 600066",locator.iocl.com,1800 233 3555,220.0,4.1,Petrol Pump,
Hindustan Petroleum Corporation Limited,"No 109/IC5, Grand Northern Trunk Rd, Padianallur, Chennai, Tamil Nadu 600013",petrolpump.hpretail.in,097908 78999,159.0,3.6,Petrol Pump,
HP Petrol Bunk torrent cng pump,"HPC Dealers, Grand Northern Trunk Rd, Kavankarai, Kannada Palaiyam, Pozal, Chennai, Tamil Nadu 600066",hindustanpetroleum.com,094436 41196,319.0,3.8,Petrol Pump,
HP Bunk,"55WJ+CFW, GNT Rd, Red Hills, Padianallur, Tamil Nadu 600052",,,6.0,3.7,Petrol Pump,
IndianOil,"L 1017/122, GNT Road NH 5, Thandal Col, Red Hills, Kadirvedu, Chennai, Tamil Nadu 600052",locator.iocl.com,090430 18391,60.0,4.0,Petrol Pump, Closes 10pm
"AVR BALASUBRAMANI SONS , INDIAN OIL","M G R Street Gandhi Nagar, Red Hills, Naravarikuppam, Padianallur, Tamil Nadu 600052",locator.iocl.com,1800 233 3555,326.0,3.6,Petrol Pump,
