name,address,website,phone_number,reviews_count,reviews_average,place_type,opens_at
Bharat Petroleum Petrol Pump,"5635+J48, Mettu St, Mettuppalaiyam, Puzhal, Chennai, Tamil Nadu 600066",,1800 22 4344,505.0,3.9,Petrol Pump,
Swasthik Fueling - Bharat Petroleum,"Plot No. 389, 390, 391, Gandhi Main Rd, Vegetarian Village, Puzhal, Chennai, Chettimedu, Tamil Nadu 600066",,,52.0,4.4,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"27, Red Hills Rd, Sri Nagar Colony, Sri Nagar, Kolathur, Chennai, Tamil Nadu 600082",petrolpump.hpretail.in,073054 14505,12.0,3.4,Petrol Pump, Closes 5pm
Bharat Petroleum COCO Petrol Pump - Madhavaram,"S.NO. 1/3, Poonamallee High Rd, Masilamani Nagar, Red Hills, Madhavaram, Chennai, Manjampakkam, Tamil Nadu 600060",,,129.0,4.3,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Ground Floor, GNT Rd, Kavankarai, Kannada Palaiyam, Puzhal, Tiruvallur, Chennai, Tamil Nadu 600066",petrolpump.hpretail.in,094455 55514,,,Petrol Pump, Closes 10pm
IndianOil,"Lock No, SN 34, 1161/121, Madavaram Red Hills Rd, Sumangali Nagar, Vadaperumbakkam, Chennai, Tamil Nadu 600060",locator.iocl.com,094440 14600,38.0,3.7,Petrol Pump,
Jio-bp,"No 69/1, Redhills, Grand Northern Trunk Rd, Madhavaram, Chennai, Tamil Nadu 600060",mobilitystation.jiobp.com,091509 55555,53.0,3.5,Petrol Pump,
IndianOil,"S, No 459/1a, Surapet Rd, New Central Jail, Puzhal, Chennai, Tamil Nadu 600066",locator.iocl.com,090807 94793,16.0,4.3,Petrol Pump,
Hindustan Petroleum Corporation Limited,"No 294, 295, 296 & 297, Pulliline, Madhavaram High Road, Thanigai Nagar, Chennai, Tamil Nadu 600052",petrolpump.hpretail.in,073581 90660,,,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"12/B, Red Hills Rd, Somanathapuram, Kolathur, Tiruvallur, Chennai, Tamil Nadu 600099",petrolpump.hpretail.in,073387 78853,1.0,1.0,Petrol Pump, Closes 10pm
Kamaldeep enterprises (nayara retail outlet),"Chandra Prabhu Colony 2nd Main Rd, Thanikachalam Nagar, B Block, Ponniammanmedu, Chennai, Tamil Nadu 600110",,095510 64117,368.0,4.0,Petrol Pump, Closes 11:30pm
Bharath petroleum,"569H+6VF, Jawaharlal Nehru Salai, Vadaperumbakkam, Chennai, Tamil Nadu 600068",bharatpetroleum.in,,30.0,3.7,Petrol Pump,
Go Gas Auto LPG Puzhal,"1, Grand Northern Trunk Rd, Nagappa Industrial Estate, Puzhal, Chennai, Tamil Nadu 600066",,,2.0,4.5,Petrol Pump, Closes 10pm
Reliance Petroleum,"9, Ambattur Red Hills Rd, Gangai Nagar, Kallikuppam, Ambattur, Chennai, Tamil Nadu 600053",mobilitystation.jiobp.com,1800 891 9023,610.0,4.1,Petrol Pump,
IndianOil,"169, GNT Rd, Kavankarai, Puzhal, Kadirvedu, Chennai, Tamil Nadu 600066",locator.iocl.com,094442 14932,36.0,3.9,Petrol Pump, Closes 10pm
Nayara Petrol Station - VRN Enterprises,"Katida Thozilalar Nagar, Moorthy Nagar, Lakshmipuram, Kadirvedu, Tamil Nadu 600066",,,213.0,4.2,Petrol Pump,
HP PETROL PUMP - PRIYA AGENCIES,"Srinivasa Nagar, Madhavaram, Chennai, Tamil Nadu 600110",,094440 65855,58.0,4.0,Petrol Pump, Closes 11pm
Bpcl pump,"568H+JQ, Assisi Nagar, Madhavaram, Chennai, Tamil Nadu 600068",,098415 67991,8.0,4.4,Petrol Pump,
HP Petrol Pump - COMCO Madhavaram,"46VC+CW7, A-37, NH 16, J Garden, Madhavaram, Chennai, Tamil Nadu 600110",,022 2286 3900,375.0,3.9,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Ground Floor, Parking Yard, Jawaharlal Nehru Salai, near Manjambakkam, Madhavaram, Chennai, Manjampakkam, Tamil Nadu 600060",petrolpump.hpretail.in,063742 05660,54.0,4.0,Petrol Pump,
Samriddhi Energy Services (Aegis Autogas),"568F+7MW, 151/3, Madavaram Red Hills Rd, highroad, Madhavaram, Chennai, Tamil Nadu 600060",,,3.0,3.7,Petrol Pump,
Nayara energy Limited,"568F+7MW, 151/3, Madavaram Red Hills Rd, highroad, Madhavaram, Chennai, Tamil Nadu 600060",,,,,Petrol Pump,
HP Fuel Station,"NH 5, Madhavaram, Chennai, Tamil Nadu 600110",hindustanpetroleum.com,022 2286 3900,22.0,3.6,Petrol Pump,
HP PETROL PUMP - SHRI RENUGA AGENCIES,"Hpcl Dealers 200 FT Inner Ring Road Madhavaram, Madhavaram, Chennai, Tamil Nadu 600060",hindustanpetroleum.com,022 2286 3900,29.0,3.8,Petrol Pump,
HP Petrol Pump,"PARKING YARD, Mettuppalaiyam, Puzhal, Arumandai, Chennai, Tamil Nadu 600067",,,,,Petrol Pump,
Shell Petrol Pump With Shell Select Shop,"Retteri Flyover, Vill, Madhavaram, Chennai, Tamil Nadu 600099",find.shell.com,098840 58289,843.0,4.3,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"Ground Floor, 200 Feet Ring Rd, Madurai Manavalan Nagar, Madhavaram, Chennai, Tamil Nadu 600011",petrolpump.hpretail.in,072990 58358,80.0,3.7,Petrol Pump, Closes 6pm
"Bharat Petroleum, Petrol Pump -Sri Venkatachalapathy Agencies","MADHAVARAM (NR TRUCK TERMI, TIRUVALLUR, Tamil Nadu 600010",,,165.0,4.1,Petrol Pump,
SAATHVIK ENTERPRISES (BHARAT PETROLEUM),"Assisi Nagar, Madhavaram, Chennai, Tamil Nadu 600068",,098415 67991,4.0,4.8,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Ground Floor, Thiruvallur Hwy, Red Hills, Alamathi, Chennai, Tamil Nadu 600052",petrolpump.hpretail.in,086681 33912,14.0,3.7,Petrol Pump,
HP Petrol Pump - Sasans Filling Station,"No 123/3, 2B2, 2B3 & 4, Madhavaram, Surappattu, Chennai, Tiruvallur, Tamil Nadu 600066",,,1.0,5.0,Petrol Pump, Closes 10pm
KANTHAN AGENCY - INDIANOIL PETROL BUNK,"Plot 5 - No 4, GNT Road, Kamatchi Amman Nagar, Vinayagapuram, Service Rd, next to PLASPAC PRODUCTS, Nagappa Industrial Estate, Madhavaram, Chennai, Tamil Nadu 600066",,,,,Petrol Pump,
SS CNG GAS FITTING POINT,"No.9F, Vadivel Nahar, GNT Rd, Red Hills, Padianallur, Chennai, Tamil Nadu 600052",,099440 08538,9.0,3.7,CNG Fitment Center,
Bhagavathi Priya Energy Management Services BPCL BUNK,"100 Feet inner ring road, Madhavaram, Ponniammanmedu, Chennai, Tamil Nadu 600110",,,212.0,4.0,Petrol Pump,
Kavarapetai,"55V4+CQP, Avadi Rd, Gandhinagar, Red Hills, Naravarikuppam, Chennai, Tamil Nadu 600052",,,,,Petrol Pump,
HP Petrol Pump - COMCO Madhavaram,"46VC+CW7, A-37, NH 16, J Garden, Madhavaram, Chennai, Tamil Nadu 600110",,022 2286 3900,375.0,3.9,Petrol Pump,
Torrent Gas CNG Station,"A-37, NH 16, J Garden, Madhavaram, Chennai, Tamil Nadu 600110",torrentgas.com,070690 81151,107.0,3.9,Compressed natural gas station,
Torrent Gas CNG Station,"46CQ+VR9 Jai Enterprises IOCL Station, Elango St, T V K Nagar, Ramamurthy Nagar, Perambur, Chennai, Tamil Nadu 600011",torrentgas.com,1800 2125 6789,142.0,3.9,Compressed natural gas station,
Nayara Petrol Pump (Thilaga Agency),"Thiruvalluvar St, Kanchi Ponnusamy Thottam, Madhavaram, Chennai, Tamil Nadu 600060",,044 4918 1299,262.0,4.1,Petrol Pump, Closes 11pm
Shell,"Grand Northern Trunk Rd, Vill, Madhavaram, Chennai, Tamil Nadu 600060",find.shell.com,093600 11911,1013.0,4.2,Petrol Pump, Closes 10pm
HP PETROL PUMP - PRIYA AGENCIES,"Srinivasa Nagar, Madhavaram, Chennai, Tamil Nadu 600110",,094440 65855,58.0,4.0,Petrol Pump, Closes 11pm
"Bharat Petroleum, Petrol Pump -V.Krishnamurthy & Sons","MADHAVARAM (NR MOOLAKADAI, TIRUVALLUR, Tamil Nadu 600060",,,201.0,3.8,Petrol Pump, Closes 10:30pm
HP Fuel Station,"NH 5, Madhavaram, Chennai, Tamil Nadu 600110",hindustanpetroleum.com,022 2286 3900,22.0,3.6,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Plot No 85, Main Rd, KKR Nagar, Moolakadai, Madhavaram, Chennai, Tamil Nadu 600060",petrolpump.hpretail.in,063841 42664,,,Petrol Pump, Closes 10pm
Bpcl pump,"568H+JQ, Assisi Nagar, Madhavaram, Chennai, Tamil Nadu 600068",,098415 67991,8.0,4.4,Petrol Pump,
HP PETROL PUMP - SHRI RENUGA AGENCIES,"Hpcl Dealers 200 FT Inner Ring Road Madhavaram, Madhavaram, Chennai, Tamil Nadu 600060",hindustanpetroleum.com,022 2286 3900,29.0,3.8,Petrol Pump,
Bhagavathi Priya Energy Management Services BPCL BUNK,"100 Feet inner ring road, Madhavaram, Ponniammanmedu, Chennai, Tamil Nadu 600110",,,212.0,4.0,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Ground Floor, 200 Feet Ring Rd, Madurai Manavalan Nagar, Madhavaram, Chennai, Tamil Nadu 600011",petrolpump.hpretail.in,072990 58358,80.0,3.7,Petrol Pump, Closes 6pm
Shell Petrol Pump With Shell Select Shop,"Retteri Flyover, Vill, Madhavaram, Chennai, Tamil Nadu 600099",find.shell.com,098840 58289,843.0,4.3,Petrol Pump, Closes 10pm
"Bharat Petroleum, Petrol Pump -Sri Venkatachalapathy Agencies","MADHAVARAM (NR TRUCK TERMI, TIRUVALLUR, Tamil Nadu 600010",,,165.0,4.1,Petrol Pump,
Bharat Petroleum COCO Petrol Pump - Madhavaram,"S.NO. 1/3, Poonamallee High Rd, Masilamani Nagar, Red Hills, Madhavaram, Chennai, Manjampakkam, Tamil Nadu 600060",,,129.0,4.3,Petrol Pump,
Hindustan Petroleum Corporation Limited,"No 807 GNT Road, Madhavaram Roundabout, Madhavaram, Chennai, Tamil Nadu 600110",petrolpump.hpretail.in,094441 78466,2.0,1.0,Petrol Pump,
Jio-bp,"No 69/1, Redhills, Grand Northern Trunk Rd, Madhavaram, Chennai, Tamil Nadu 600060",mobilitystation.jiobp.com,091509 55555,53.0,3.5,Petrol Pump,
Kamaldeep enterprises (nayara retail outlet),"Chandra Prabhu Colony 2nd Main Rd, Thanikachalam Nagar, B Block, Ponniammanmedu, Chennai, Tamil Nadu 600110",,095510 64117,368.0,4.0,Petrol Pump, Closes 11:30pm
IndianOil,"Ground Floor, KKR Nagar, Madhavaram, Chennai, Tamil Nadu 600107",locator.iocl.com,098843 44667,4.0,4.5,Petrol Pump, Closes 11pm
Hindustan Petroleum Corporation Limited,"Ground Floor, Parking Yard, Jawaharlal Nehru Salai, near Manjambakkam, Madhavaram, Chennai, Manjampakkam, Tamil Nadu 600060",petrolpump.hpretail.in,063742 05660,54.0,4.0,Petrol Pump,
IndianOil,"S No 468, 3, 200 Feet Ring Rd, Ring Road Housing Sector, Madhavaram, Chennai, Manjampakkam, Tamil Nadu 600060",locator.iocl.com,090941 85558,103.0,4.0,Petrol Pump,
LPG Gas Bunk,"568F+7MW, 151/3, Madavaram Red Hills Rd, highroad, Madhavaram, Chennai, Tamil Nadu 600060",,,,,Petrol Pump,
Hindustan Petroleum Corporation Limited,"No 469/470, Ring Road Housing Sector, Madhavaram, Chennai, Manjampakkam, Tamil Nadu 600060",petrolpump.hpretail.in,099412 87711,6.0,4.3,Petrol Pump,
SAATHVIK ENTERPRISES (BHARAT PETROLEUM),"Assisi Nagar, Madhavaram, Chennai, Tamil Nadu 600068",,098415 67991,4.0,4.8,Petrol Pump,
Go Gas Moolakadai,"No 100, Grand Northern Trunk Rd, Moolakadai, Madhavaram, Chennai, Tamil Nadu 600110",,,14.0,4.6,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"716/1A, NH 716, near Madhavaram, Rountana, Madhavaram, Chennai, Tamil Nadu 600110",petrolpump.hpretail.in,094435 44344,12.0,3.3,Petrol Pump,
IndianOil,"No 815 & 816, GNT Road NH 5, Madhavaram, Ponniammanmedu, Chennai, Tamil Nadu 600110",locator.iocl.com,094452 18931,72.0,3.9,Petrol Pump, Closes 11pm
Hindustan Petroleum Corporation Limited,"506/2A2, 200 Feet Ring Rd, Kilburn Nagar, Madhavaram, Chennai, Manjampakkam, Tamil Nadu 600060",petrolpump.hpretail.in,099406 11044,,,Petrol Pump,
IndianOil,"Ioc Bunk Lk No 1015/122/80, Lock 04694 GNT Road, NH 5, Madhavaram, Ponniammanmedu, Tiruvallur, Tamil Nadu 600110",locator.iocl.com,093821 22266,33.0,3.9,Petrol Pump, Closes 12am
HP Petrol Pump - Sasans Filling Station,"No 123/3, 2B2, 2B3 & 4, Madhavaram, Surappattu, Chennai, Tiruvallur, Tamil Nadu 600066",,,1.0,5.0,Petrol Pump, Closes 10pm
IndianOil,"186, Grand Northern Trunk Rd, J Garden, Madhavaram, Chennai, Tamil Nadu 600110",locator.iocl.com,094449 21265,55.0,4.0,Petrol Pump, Closes 11:30pm
QBLUE DEF OIL Filling station Madhavaram (Adblue),"Srijith complex, Madhavaram 100 feet road No.504/4 Jawaharlal Nehru Road, 200 Feet Ring Rd, Madhavaram, Chennai, Tamil Nadu 600060",qbluefluid.com,,,,Petrol Pump,
N.R.C,"D-30, J Garden, Madhavaram, Chennai, Tamil Nadu 600110",,,1.0,5.0,Petrol Pump,
IndianOil,"No 1/1B2&1/8, Lk 1183 Kamarajar Sal, Tiruvallur, Madhavaram, Tamil Nadu 600051",locator.iocl.com,098402 04567,164.0,3.9,Petrol Pump,
Reliance petrol bunk,"46PH+QWP, Chennai - Srikakulam Hwy, Kanakan Chatram, Ponniammanmedu, Chennai, Tamil Nadu 600099",,,54.0,3.6,Petrol Pump,
Samriddhi Energy Services (Aegis Autogas),"568F+7MW, 151/3, Madavaram Red Hills Rd, highroad, Madhavaram, Chennai, Tamil Nadu 600060",,,3.0,3.7,Petrol Pump,
Go Gas Lpg bunk,"5772+FWX, Shastri Nagar, Sekkadu, Manali, Chennai, Tamil Nadu 600051",,,3.0,4.3,Petrol Pump,
SHRI RAMACHANDRA AGENCIES,"27, 10, SRP Koil St N, Peravallur, Perambur, Chennai, Tamil Nadu 600082",,094443 07403,125.0,3.8,Petrol Pump, Closes 11pm
BP Fuel Station,"PAPERMILLS ROAD, PERAVALLUR, KOLATHUR, SRP Colony, Perambur, Chennai, Tamil Nadu 600082",bp.com,,344.0,4.0,Petrol Pump,
Bharat Petrol Bunk,"17, 200 Feet Ring Rd, Ponniammanmedu, Chennai, Tamil Nadu 600110",,,,,Petrol Pump,
Shre om sai agency,"186, Grand Northern Trunk Rd, J Garden, Ponniammanmedu, Chennai, Tamil Nadu 600110",,,,,Petrol Pump,
Bharath petroleum,"569H+6VF, Jawaharlal Nehru Salai, Vadaperumbakkam, Chennai, Tamil Nadu 600068",bharatpetroleum.in,,30.0,3.7,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Plot No 83, Paper Mills Road, Peravallur, Perambur, Chennai, Tamil Nadu 600082",petrolpump.hpretail.in,086101 41979,38.0,3.7,Petrol Pump, Closes 10pm
KANTHAN AGENCY - INDIANOIL PETROL BUNK,"Plot 5 - No 4, GNT Road, Kamatchi Amman Nagar, Vinayagapuram, Service Rd, next to PLASPAC PRODUCTS, Nagappa Industrial Estate, Madhavaram, Chennai, Tamil Nadu 600066",,,,,Petrol Pump,
Nayara energy Limited,"568F+7MW, 151/3, Madavaram Red Hills Rd, highroad, Madhavaram, Chennai, Tamil Nadu 600060",,,,,Petrol Pump,
IndianOil,"Plot No 484950, KKR Avenue, Pallavan Salai, Perambur, Tamil Nadu 600011",locator.iocl.com,070108 95679,174.0,4.0,Petrol Pump, Closes 11:30pm
Essar KLS Fuel Station,"46VC+C2P, Ponniammanmedu, Chennai, Tamil Nadu 600110",,098402 99999,6.0,3.2,Petrol Pump,
Nayara Petrol Station - VRN Enterprises,"Katida Thozilalar Nagar, Moorthy Nagar, Lakshmipuram, Kadirvedu, Tamil Nadu 600066",,,213.0,4.2,Petrol Pump,
Bharat Petroleum Petrol Pump,"5635+J48, Mettu St, Mettuppalaiyam, Puzhal, Chennai, Tamil Nadu 600066",,1800 22 4344,505.0,3.9,Petrol Pump,
MM nagar,"46JR+Q2Q, Main Rd, Moolakadai, Kodungaiyur, Chennai, Tamil Nadu 600060",,,,,Petrol Pump,
HP Petrol Pump - SVK Filling Station,"No 27, Red Hills Rd, Sri Nagar Colony, Samdaria Colony, Kolathur, Chennai, Tamil Nadu 600099",,,75.0,3.9,Petrol Pump,
"GasPlus Auto LPG - Sembium, Perambur","89-A, Agaram, Perambur, Chennai, Tamil Nadu 600082",gasplus.in,094896 36059,37.0,4.9,Petrol Pump,
Bharath Petroleum,"2590, TNHB Layout, Madhavaram Milk Colony, Mathur, Tamil Nadu 600051",,,,,Petrol Pump,
Koadi Agency - HP PETROL BUNK,"7, Perambur High Rd, near Jamalia, Shanthi Nagar, Jamalia Nagar, Perambur, Chennai, Tamil Nadu 600012",,,36.0,3.8,Petrol Pump, Closes 12am
"Bharat Petroleum, Petrol Pump -Tiruthanegai Agencies","48, Balamurugan St, Sriram Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039",,073586 41685,246.0,4.2,Petrol Pump, Closes 10:30pm
Go Gas Auto LPG Puzhal,"1, Grand Northern Trunk Rd, Nagappa Industrial Estate, Puzhal, Chennai, Tamil Nadu 600066",,,2.0,4.5,Petrol Pump, Closes 10pm
Bharat Petroleum Bunk,"Erukkancheri, Kodungaiyur, Chennai, Tamil Nadu 600118",bharatpetroleum.in,,96.0,3.9,Petrol Pump,
Aegis Auto Gas Station Manali,"1/52, Kamaraj Salai, Masilamani Nagar, Mathur, Chennai, Tamil Nadu 600068",,,67.0,3.5,Petrol Pump,
SHREE SARATHAMBAL AGENCIES,"BUS STOP, SF No. 224/3A, Moolakadai, Kangeyam, Tamil Nadu 638701",,,,,Petrol Pump,
Hindustan Petroleum Corporation Limited,"No.R, 106/4, Kamaraj Salai, MMDA, TNHB Layout, Mathur, Tamil Nadu 600068",petrolpump.hpretail.in,099411 87034,14.0,3.8,Petrol Pump, Closes 5pm
Hindustan Petroleum Corporation Limited,"No 294, 295, 296 & 297, Pulliline, Madhavaram High Road, Thanigai Nagar, Chennai, Tamil Nadu 600052",petrolpump.hpretail.in,073581 90660,,,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"Ground Floor, Madavaram Red Hills Rd, Samuel Nagar, Vadaperumbakkam, Chennai, Tamil Nadu 600060",petrolpump.hpretail.in,081487 05006,,,Petrol Pump,
HP Petrol Bunk torrent cng pump,"HPC Dealers, Grand Northern Trunk Rd, Kavankarai, Kannada Palaiyam, Pozal, Chennai, Tamil Nadu 600066",hindustanpetroleum.com,094436 41196,319.0,3.8,Petrol Pump,
IndianOil,"S No 1419/1A, 200 Feet Inner Ring Rd, Junction, Retteri, Kolathur, Chennai, Tamil Nadu 600082",locator.iocl.com,099400 15449,72.0,3.6,Petrol Pump, Closes 11:30pm
Freedom Filling Station - Indian Oil,"No 3, Jeeva Main St, Kannappasamy Nagar, Puzhal, Chennai, Tamil Nadu 600066",locator.iocl.com,1800 233 3555,220.0,4.1,Petrol Pump,
IndianOil,"Lk 1008/122, Bunder Garden, Perambur, Chennai, Tamil Nadu 600011",locator.iocl.com,098842 08787,63.0,3.7,Petrol Pump, Closes 11:30pm
Swasthik Fueling - Bharat Petroleum,"Plot No. 389, 390, 391, Gandhi Main Rd, Vegetarian Village, Puzhal, Chennai, Chettimedu, Tamil Nadu 600066",,,52.0,4.4,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"12/B, Red Hills Rd, Somanathapuram, Kolathur, Tiruvallur, Chennai, Tamil Nadu 600099",petrolpump.hpretail.in,073387 78853,1.0,1.0,Petrol Pump, Closes 10pm
IndianOil,"Plot No 55, Lock No 1035/121, Laxmanan Nagar, Peravallur, Chennai, Tamil Nadu 600082",locator.iocl.com,093810 06439,298.0,4.8,Petrol Pump, Closes 11:30pm
Hindustan Petroleum Corporation Limited,"9/6, Perambur High Rd, Shanthi Nagar, Jamalia Nagar, Perambur, Chennai, Tamil Nadu 600012",petrolpump.hpretail.in,098400 15712,,,Petrol Pump,
IndianOil,"Lock No 1031/121, No, Salaiperiyar Ngr, A100, Karthikeyan Rd, Periyar Nagar West, Jawahar Nagar, Perambur, Chennai, Tamil Nadu 600082",locator.iocl.com,094440 64223,372.0,3.8,Petrol Pump, Closes 11:30pm
Hindustan Petroleum Corporation Limited,"No R, 62/1, Kamaraj Salai, MMDA, MMDA Layout, Mathur, Tamil Nadu 600068",petrolpump.hpretail.in,094441 78466,143.0,3.8,Petrol Pump,
SUPERGAS Auto LPG Station - S.R.Gas Agency,"Survey No - 1414/3A, Lakshmipuram Village, Kolathur, Chennai, Tamil Nadu 600099",supergas.com,098848 93752,27.0,4.2,Gas shop,
Hindustan Petroleum Corporation Limited,"27, Red Hills Rd, Sri Nagar Colony, Sri Nagar, Kolathur, Chennai, Tamil Nadu 600082",petrolpump.hpretail.in,073054 14505,12.0,3.4,Petrol Pump, Closes 5pm
Essar Petrol Bank,"85, Barathi Rd, Chinnaiyan Colony, Perambur, Chennai, Tamil Nadu 600011",,,41.0,3.8,Petrol Pump,
SRI SAI PETROLEUM,"Chennai, Tamil Nadu 600110",,,1.0,5.0,Petrol Pump,
Bharat Petroleum,"468J+2MR, Sundaraj Perumal Koil St S, Agaram, Perambur, Chennai, Tamil Nadu 600082",,,,,Petrol Pump,
Gayathree Shraadha Mandapam,"46HP+RJ2, Chandra Prabu Colony, Ponniammanmedu, Chennai, Tamil Nadu 600110",,,6.0,4.2,Petrol Pump, Opens 10am Fri
Go Gas LPG Station,"46VM+W27, Deenadayalu Nagar, Madhavaram, Chennai, Tamil Nadu 600060",gogas.co,076202 50251,3.0,4.7,Petrol Pump,
Torrent Gas CNG Station,"46CQ+VR9 Jai Enterprises IOCL Station, Elango St, T V K Nagar, Ramamurthy Nagar, Perambur, Chennai, Tamil Nadu 600011",torrentgas.com,1800 2125 6789,142.0,3.9,Compressed natural gas station,
Koadi Agency - HP PETROL BUNK,"7, Perambur High Rd, near Jamalia, Shanthi Nagar, Jamalia Nagar, Perambur, Chennai, Tamil Nadu 600012",,,36.0,3.8,Petrol Pump, Closes 12am
IndianOil,"43/44, Cooks Rd, Otteri, Perambur, Chennai, Tamil Nadu 600012",locator.iocl.com,098405 65157,91.0,4.3,Petrol Pump,
Sukkkara Service Station,"Erukkenchery High Rd, Vyasarpadi Industrial Estate, Vyasarpadi, Chennai, Tamil Nadu 600039",,098415 63738,257.0,3.9,Petrol Pump, Closes 10pm
Hindustan Petroleum Corporation Limited,"RS No 515, 7, 2, Gantz Road, Ganesh Puram, Vyasarpadi, Chennai, Tamil Nadu 600039",petrolpump.hpretail.in,094440 18095,86.0,4.0,Petrol Pump,
Hindustan Petroleum Corporation Limited,"9/6, Perambur High Rd, Shanthi Nagar, Jamalia Nagar, Perambur, Chennai, Tamil Nadu 600012",petrolpump.hpretail.in,098400 15712,,,Petrol Pump,
IndianOil,"Lk 1008/122, Bunder Garden, Perambur, Chennai, Tamil Nadu 600011",locator.iocl.com,098842 08787,63.0,3.7,Petrol Pump, Closes 11:30pm
IndianOil,"Ground Floor, Venkatesapuram, Vyasarpadi, Chennai, Tamil Nadu 600039",locator.iocl.com,094990 35644,77.0,3.7,Petrol Pump, Closes 11pm
Hindustan Petroleum Corporation Limited,"Plot No 83, Paper Mills Road, Peravallur, Perambur, Chennai, Tamil Nadu 600082",petrolpump.hpretail.in,086101 41979,38.0,3.7,Petrol Pump, Closes 10pm
PROPEL AUTO LPG STATION - VYASARPADI,"No.669, 1, Murthy Nagar St, Satya Murthy Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039",,,50.0,4.2,Petrol Pump, Closes 12am
Essar Petrol Bank,"85, Barathi Rd, Chinnaiyan Colony, Perambur, Chennai, Tamil Nadu 600011",,,41.0,3.8,Petrol Pump,
Hindustan Petroleum Corporation Limited,"Ground Floor, Perambur, Pulianthope, Chennai, Tamil Nadu 600039",petrolpump.hpretail.in,098402 97171,39.0,3.2,Petrol Pump, Closes 10pm
HP Petrol Pump - The Thanthai Periyar Backward Cla,"S. NO 764, Erukanchery High Road Vysarpadi, Chennai, Tamil Nadu 600039",,099416 85348,33.0,4.4,Petrol Pump, Closes 11pm
"GasPlus Auto LPG - Sembium, Perambur","89-A, Agaram, Perambur, Chennai, Tamil Nadu 600082",gasplus.in,094896 36059,37.0,4.9,Petrol Pump,
Hindustan Petroleum Corporation Limited,"No 764, Erukkenchery High Rd, Vyasarpadi Industrial Estate, Vyasarpadi, Chennai, Tamil Nadu 600039",petrolpump.hpretail.in,098402 16439,,,Petrol Pump, Closes 10pm
Nayara petrol bunk,"54, Hyder Garden Main Rd, Shanthi Nagar, Wadia Nagar, Jamalia, Chennai, Tamil Nadu 600007",nayaraenergy.com,,8.0,4.9,Petrol Pump,
Kamaldeep enterprises (nayara retail outlet),"Chandra Prabhu Colony 2nd Main Rd, Thanikachalam Nagar, B Block, Ponniammanmedu, Chennai, Tamil Nadu 600110",,095510 64117,368.0,4.0,Petrol Pump, Closes 11:30pm
Torrent Gas CNG Station,"A-37, NH 16, J Garden, Madhavaram, Chennai, Tamil Nadu 600110",torrentgas.com,070690 81151,107.0,3.9,Compressed natural gas station,
Propel Auto LPG,"4742+7HJ, Perambur High Rd, Shanthi Nagar, Jamalia Nagar, Jamalia, Chennai, Tamil Nadu 600012",,094896 36059,186.0,3.9,Petrol Pump, Closes 10pm
IndianOil,"Plot No 484950, KKR Avenue, Pallavan Salai, Perambur, Tamil Nadu 600011",locator.iocl.com,070108 95679,174.0,4.0,Petrol Pump, Closes 11:30pm
MKB NAGAR,"4795+MPC, MKB Nagar West Ave, Kodungaiyur (West), Gandhi Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118",,,4.0,4.0,Petrol Pump,
SHRI RAMACHANDRA AGENCIES,"27, 10, SRP Koil St N, Peravallur, Perambur, Chennai, Tamil Nadu 600082",,094443 07403,125.0,3.8,Petrol Pump, Closes 11pm
BP Fuel Station,"PAPERMILLS ROAD, PERAVALLUR, KOLATHUR, SRP Colony, Perambur, Chennai, Tamil Nadu 600082",bp.com,,344.0,4.0,Petrol Pump,
